num_acc,mois,jour,lum,agg,int,col,com,dep,hr,mn,catv,choc,manv,place,catu,grav,trajet,an_nais,catr,circ,nbv,prof,plan,lartpc,larrout,situ
201700027082,6,5,5,2,9,7.0,14,31,11,20,16,9.0,13.0,3,3,3,3.0,2000,4,1.0,30,2.0,1.0,99,970,4.0
201200004655,5,19,4,1,1,7.0,436,82,17,33,33,4.0,20.0,9,1,3,5.0,1966,2,1.0,0,4.0,3.0,294,47,8.0
201400053497,3,22,1,2,8,7.0,142,52,22,41,19,5.0,22.0,5,2,1,2.0,1981,7,2.0,2,2.0,3.0,198,50,0.0
200500061212,12,28,5,1,3,6.0,301,48,20,17,8,8.0,26.0,6,3,1,3.0,2018,5,2.0,8,4.0,2.0,153,33,2.0
201200003274,1,17,3,2,4,1.0,94065,220,23,59,18,1.0,16.0,0,2,1,0.0,1948,5,2.0,11,0.0,1.0,134,895,0.0
201800013467,5,19,1,1,9,7.0,225,590,11,20,99,3.0,8.0,3,1,1,0.0,1952,4,2.0,26,3.0,4.0,57,162,8.0
201200034044,4,2,5,2,7,7.0,520,7,17,50,12,1.0,18.0,3,3,1,9.0,1998,6,0.0,6,3.0,2.0,240,165,8.0
201200030668,1,31,5,1,6,4.0,127,79,14,35,33,9.0,17.0,3,2,1,0.0,1917,3,2.0,36,1.0,2.0,500,82,3.0
200500015004,9,8,5,1,6,5.0,374,880,18,50,2,4.0,13.0,10,2,2,5.0,2001,3,2.0,0,1.0,2.0,47,230,6.0
201000010947,4,20,5,2,8,2.0,33321,730,19,30,0,9.0,12.0,1,2,1,4.0,1967,5,2.0,1,0.0,0.0,98,127,4.0
201700053747,6,4,5,1,1,5.0,91687,730,0,35,1,7.0,1.0,4,1,1,3.0,1928,5,3.0,7,1.0,1.0,279,820,6.0
201400040579,6,14,5,2,8,7.0,14119,620,18,59,80,4.0,24.0,1,3,2,4.0,1951,9,2.0,30,2.0,3.0,251,12,0.0
201500033598,10,31,5,2,3,5.0,75114,21,0,50,42,4.0,17.0,9,3,3,4.0,1960,5,0.0,8,4.0,0.0,20,340,8.0
200800072833,7,18,5,1,3,1.0,91103,410,19,43,43,0.0,4.0,8,2,2,2.0,1982,3,1.0,7,4.0,0.0,46,133,2.0
200900003630,10,7,5,1,0,7.0,505,770,14,36,19,5.0,1.0,6,3,1,4.0,1945,7,2.0,10,3.0,1.0,85,505,5.0
200800060815,2,6,5,1,1,7.0,903,710,13,10,21,9.0,19.0,10,2,1,2.0,1915,4,2.0,5,3.0,2.0,170,195,8.0
201100049548,11,1,5,1,8,7.0,752,210,19,35,32,1.0,18.0,0,2,2,2.0,1983,6,2.0,9,4.0,3.0,250,160,3.0
200800070412,2,24,5,1,5,1.0,532,1,17,57,15,9.0,19.0,0,1,1,5.0,1922,9,2.0,36,4.0,2.0,55,210,3.0
201300024910,12,21,5,2,6,2.0,76231,350,13,10,50,9.0,20.0,4,1,3,5.0,1911,3,2.0,7,2.0,0.0,19,152,6.0
200800065563,9,15,5,1,7,2.0,78126,620,11,41,15,3.0,25.0,1,3,2,9.0,2015,1,3.0,1,3.0,2.0,70,355,0.0
201200035007,4,21,5,2,5,5.0,411,95,0,45,18,6.0,18.0,4,1,3,4.0,1944,6,4.0,14,0.0,3.0,275,148,4.0
200800044150,12,7,5,1,8,5.0,6152,4,0,35,16,7.0,17.0,10,2,2,9.0,2000,3,2.0,8,2.0,2.0,34,102,4.0
201800015403,1,2,5,1,0,2.0,863,38,11,41,80,3.0,19.0,1,3,1,4.0,1980,5,2.0,40,0.0,3.0,62,197,4.0
200500072084,1,26,5,1,0,1.0,73,54,0,50,34,0.0,21.0,10,1,2,0.0,2005,2,2.0,6,3.0,4.0,450,53,4.0
201600038031,11,28,5,1,0,2.0,22,84,21,55,14,9.0,23.0,8,2,3,0.0,1965,1,2.0,20,1.0,1.0,300,690,5.0
200700012101,5,11,2,2,8,2.0,40046,280,11,20,35,9.0,20.0,9,2,3,9.0,1956,3,2.0,36,2.0,1.0,101,108,8.0
201700011112,4,13,2,1,7,5.0,152,58,17,5,15,2.0,17.0,6,3,2,0.0,1901,9,2.0,2,1.0,3.0,6,251,6.0
201000058347,3,18,5,1,5,6.0,94034,620,16,55,60,2.0,15.0,10,2,1,3.0,1934,2,4.0,13,1.0,1.0,203,23,6.0
200500039308,9,21,5,2,2,3.0,94017,630,14,22,38,3.0,23.0,1,2,2,4.0,1917,6,2.0,4,3.0,1.0,31,86,6.0
201900008080,7,13,5,1,5,6.0,193,987,13,5,10,2.0,9.0,8,1,2,9.0,1931,2,2.0,7,1.0,3.0,95,76,4.0
201400024632,2,1,4,2,4,6.0,449,790,12,41,42,3.0,1.0,8,1,1,1.0,1995,5,3.0,16,3.0,4.0,130,157,3.0
201800023600,4,12,3,2,4,2.0,304,27,10,43,12,0.0,6.0,6,1,2,1.0,1949,7,3.0,3,0.0,2.0,53,940,2.0
201100051555,10,1,3,1,1,5.0,272,48,22,10,42,5.0,8.0,0,3,2,2.0,1905,7,2.0,5,2.0,1.0,100,277,1.0
201600002544,7,19,5,2,6,4.0,45145,270,15,11,50,7.0,1.0,6,3,1,1.0,1951,9,2.0,11,0.0,1.0,28,560,0.0
200600001750,8,22,1,1,3,1.0,175,94,10,11,5,3.0,26.0,10,2,3,1.0,1900,7,2.0,30,4.0,4.0,330,210,5.0
200900030339,2,29,5,1,2,6.0,681,530,15,15,8,3.0,19.0,0,2,2,0.0,2019,3,2.0,6,1.0,4.0,55,17,6.0
201300034497,8,8,5,2,4,3.0,411,290,16,21,37,2.0,13.0,1,1,1,3.0,1999,7,2.0,7,2.0,0.0,8,640,8.0
201400008523,4,20,1,1,7,2.0,33357,17,21,55,99,4.0,23.0,4,1,2,3.0,1966,5,2.0,12,2.0,1.0,69,620,2.0
200700033840,5,30,5,1,2,5.0,51428,1000,11,50,32,8.0,0.0,3,3,1,9.0,1978,3,1.0,10,2.0,4.0,19,165,2.0
201200030337,10,19,1,2,6,2.0,676,78,17,36,5,3.0,12.0,7,2,1,1.0,1955,3,2.0,5,3.0,0.0,270,228,2.0
201600042307,3,30,5,1,4,4.0,755,56,10,15,17,4.0,5.0,8,1,2,9.0,1953,2,2.0,1,3.0,3.0,61,231,6.0
200800036018,5,29,3,1,8,4.0,26178,9,17,59,43,7.0,9.0,10,1,3,0.0,1935,1,1.0,10,3.0,3.0,83,154,4.0
200700049448,11,31,5,2,9,4.0,716,650,19,11,0,3.0,9.0,5,1,3,1.0,1926,6,2.0,1,4.0,0.0,87,72,4.0
201500037982,7,3,5,1,7,5.0,141,76,14,20,99,8.0,26.0,5,3,3,5.0,1987,7,4.0,14,4.0,0.0,23,620,1.0
200700057556,2,17,5,1,5,1.0,527,976,20,8,3,4.0,3.0,10,1,3,2.0,1940,2,2.0,40,4.0,4.0,120,136,0.0
201000003058,9,19,4,1,8,2.0,58278,4,10,0,13,4.0,11.0,2,2,1,4.0,1974,7,2.0,30,4.0,2.0,65,117,5.0
200900004281,3,17,5,2,5,3.0,284,400,14,30,36,8.0,26.0,5,3,1,1.0,1993,3,2.0,9,2.0,2.0,12,230,2.0
200800017445,8,13,5,1,3,2.0,645,85,14,8,38,2.0,16.0,8,1,2,5.0,2018,1,2.0,7,3.0,4.0,104,12,6.0
201000013577,7,1,5,2,3,1.0,245,380,0,38,39,8.0,8.0,2,3,1,5.0,1927,7,2.0,20,4.0,4.0,58,515,8.0
201400014181,5,13,5,2,1,7.0,40111,930,19,10,3,3.0,23.0,7,3,2,9.0,1981,1,2.0,1,1.0,0.0,143,194,0.0
200800034487,9,31,5,2,9,2.0,279,58,18,35,5,9.0,18.0,2,1,3,9.0,1912,4,2.0,12,4.0,0.0,350,162,1.0
201700034533,7,21,5,2,0,4.0,685,31,0,24,36,0.0,4.0,4,3,2,4.0,1937,6,2.0,26,0.0,2.0,98,11,5.0
200500057908,3,13,5,1,5,4.0,33487,320,0,50,34,8.0,16.0,1,2,2,4.0,1926,4,2.0,14,4.0,1.0,192,657,2.0
201100010586,12,14,5,2,3,7.0,322,120,11,8,60,7.0,25.0,8,2,3,2.0,1988,7,2.0,5,2.0,1.0,84,99,8.0
200800003388,2,18,5,1,6,5.0,231,600,23,57,30,1.0,22.0,9,2,3,5.0,1939,3,4.0,50,3.0,1.0,31,89,1.0
201500030962,3,26,5,2,2,2.0,95127,360,13,17,4,7.0,6.0,3,2,2,2.0,2010,4,2.0,36,3.0,2.0,125,198,3.0
201200036690,11,26,5,2,9,7.0,57474,270,12,43,39,3.0,25.0,3,2,3,2.0,1976,7,2.0,3,0.0,4.0,67,242,8.0
200700004771,2,25,3,1,6,1.0,306,34,22,41,16,2.0,20.0,8,3,2,5.0,1964,3,2.0,50,4.0,3.0,205,84,6.0
201000032592,5,19,5,2,4,5.0,384,510,22,30,7,3.0,4.0,0,1,1,1.0,1985,2,2.0,13,4.0,1.0,10,251,5.0
201500024084,3,3,5,2,6,5.0,439,800,17,43,8,1.0,22.0,2,2,2,4.0,1973,4,1.0,-1,0.0,2.0,170,178,3.0
201100044558,2,11,5,1,8,5.0,39,11,17,41,99,5.0,20.0,6,1,2,9.0,1901,7,2.0,30,3.0,0.0,251,213,5.0
201800052864,5,5,5,2,1,7.0,85191,490,22,43,12,7.0,13.0,6,1,1,3.0,1975,1,2.0,9,0.0,4.0,6,860,4.0
201300040308,3,26,5,2,3,2.0,750,65,11,57,1,6.0,25.0,10,3,2,2.0,1925,7,2.0,14,3.0,0.0,40,20,8.0
201600054827,4,2,4,1,1,7.0,10066,810,14,53,18,4.0,25.0,7,2,2,0.0,1929,3,4.0,1,2.0,3.0,140,365,2.0
200500011267,5,7,5,1,4,4.0,682,720,23,50,36,8.0,24.0,8,3,2,2.0,1989,1,2.0,2,2.0,4.0,53,224,5.0
201600019675,6,24,5,1,8,3.0,58289,750,17,5,3,5.0,23.0,5,1,3,5.0,1975,2,2.0,36,2.0,3.0,216,450,1.0
200700071981,5,1,5,1,6,6.0,575,65,12,34,18,5.0,1.0,10,2,2,4.0,1912,9,3.0,40,4.0,2.0,215,275,6.0
200500019711,12,12,5,1,8,3.0,670,290,15,34,16,8.0,23.0,10,2,2,3.0,2003,3,2.0,40,1.0,1.0,165,154,8.0
201100000863,3,19,5,1,9,2.0,717,24,14,24,39,4.0,16.0,5,2,2,4.0,1942,5,2.0,7,2.0,3.0,590,81,2.0
201500005308,10,1,5,1,3,7.0,77058,550,13,38,13,4.0,10.0,3,2,2,9.0,1910,3,2.0,7,1.0,4.0,250,74,2.0
201100055848,1,13,1,2,1,5.0,50,11,11,41,11,8.0,6.0,6,3,2,0.0,1985,6,2.0,8,3.0,1.0,46,67,6.0
201300049598,9,4,3,1,7,1.0,94065,28,12,30,0,0.0,23.0,10,1,3,4.0,1986,3,3.0,9,0.0,0.0,248,211,3.0
201400059581,7,21,1,1,0,5.0,77468,94,23,53,14,7.0,7.0,10,3,3,2.0,1927,7,0.0,2,1.0,4.0,240,22,6.0
201400026701,4,9,5,2,8,7.0,75120,94,16,43,12,9.0,16.0,6,1,1,3.0,1970,5,1.0,4,0.0,3.0,12,252,5.0
201300028105,7,23,5,2,5,4.0,385,15,12,11,14,3.0,25.0,7,3,2,0.0,1998,9,2.0,50,3.0,0.0,300,265,1.0
201200045218,9,23,5,1,1,3.0,480,20,23,53,30,2.0,20.0,9,3,3,3.0,1991,2,4.0,8,1.0,0.0,65,999,8.0
200500063805,2,31,1,1,2,5.0,435,180,22,10,99,0.0,6.0,7,2,3,3.0,1981,6,2.0,40,3.0,2.0,5,287,5.0
201200009069,1,5,5,1,9,5.0,424,790,19,55,99,6.0,5.0,5,3,1,2.0,1923,7,2.0,36,4.0,3.0,79,101,1.0
200500048163,2,13,5,2,6,6.0,91312,350,11,21,37,0.0,19.0,5,2,3,0.0,1935,5,2.0,16,0.0,1.0,52,384,2.0
201100052807,2,29,2,2,3,7.0,2173,34,13,25,39,2.0,0.0,2,1,1,4.0,1941,6,2.0,10,4.0,2.0,140,252,3.0
200500009995,9,20,5,1,1,2.0,360,19,21,38,30,7.0,14.0,10,2,2,2.0,1922,1,2.0,6,0.0,3.0,800,330,1.0
200500005571,6,23,4,2,2,1.0,31181,400,21,24,31,8.0,14.0,8,2,3,0.0,1978,7,2.0,36,0.0,3.0,79,187,8.0
201100056736,12,22,4,1,6,7.0,155,37,14,53,11,4.0,16.0,7,2,2,5.0,2014,4,2.0,16,4.0,3.0,65,163,6.0
200600056316,3,15,5,1,3,5.0,3118,340,20,50,10,3.0,6.0,0,3,1,9.0,1997,3,2.0,36,0.0,0.0,364,915,6.0
200600039964,5,2,5,1,3,4.0,1034,33,0,33,1,5.0,6.0,10,1,3,5.0,1946,7,2.0,5,4.0,3.0,79,118,6.0
200800012438,9,31,5,2,2,6.0,147,940,23,38,8,3.0,1.0,4,2,1,3.0,1967,2,0.0,11,2.0,1.0,63,400,6.0
200800054099,6,24,5,2,5,6.0,196,95,23,59,14,6.0,13.0,3,2,3,3.0,2003,5,2.0,36,3.0,4.0,43,207,3.0
201800015166,6,28,5,2,6,5.0,171,84,19,55,21,1.0,12.0,3,1,3,5.0,2008,1,2.0,4,3.0,3.0,57,119,4.0
200500025226,4,7,5,1,9,7.0,42189,170,13,34,50,7.0,16.0,6,2,2,5.0,1984,7,2.0,26,2.0,4.0,116,325,1.0
200900007173,8,7,2,1,8,6.0,1034,430,0,0,2,3.0,20.0,5,2,3,1.0,1934,6,2.0,7,0.0,1.0,107,8,1.0
200600022771,11,4,5,1,5,4.0,551,92,15,10,12,7.0,0.0,10,1,1,5.0,1969,5,2.0,12,1.0,0.0,51,99,2.0
201100032931,6,5,5,2,3,4.0,493,750,18,40,10,6.0,15.0,2,3,3,2.0,1913,2,3.0,3,3.0,1.0,80,760,4.0
201800020136,10,21,5,2,0,6.0,9328,840,16,17,18,6.0,10.0,4,3,3,1.0,1988,6,2.0,30,2.0,1.0,42,255,0.0
201300040681,6,12,3,1,7,4.0,54547,870,10,24,4,4.0,1.0,7,2,3,1.0,1973,4,0.0,12,0.0,2.0,1,680,6.0
201700025097,8,3,3,1,4,6.0,69202,570,20,33,33,1.0,12.0,10,2,2,0.0,1945,7,2.0,9,2.0,0.0,60,230,8.0
201200026287,7,9,5,2,5,7.0,29,44,12,45,8,9.0,1.0,6,2,2,5.0,1998,4,2.0,1,4.0,4.0,30,657,0.0
201800051223,8,23,5,1,4,4.0,216,310,15,30,15,3.0,0.0,5,2,3,2.0,0,5,2.0,50,3.0,0.0,212,915,8.0
200900022014,11,28,2,1,4,5.0,436,420,23,5,39,1.0,11.0,7,2,1,4.0,2009,6,2.0,4,2.0,0.0,57,87,4.0
201200040385,7,20,1,1,2,5.0,68338,5,17,34,33,9.0,25.0,0,2,3,9.0,2002,1,2.0,26,4.0,4.0,207,231,1.0
201800002928,5,31,1,2,6,3.0,91200,870,13,8,10,0.0,12.0,7,1,3,1.0,1938,9,4.0,3,3.0,2.0,122,94,0.0
200800041616,3,18,5,2,8,6.0,759,830,10,50,42,8.0,22.0,3,2,3,3.0,1942,9,3.0,1,3.0,0.0,215,260,1.0
200500000896,10,21,5,2,4,3.0,62693,84,22,11,37,3.0,18.0,2,2,2,3.0,2000,5,2.0,14,4.0,3.0,207,11,1.0
200500062573,7,22,5,2,6,2.0,364,8,23,40,3,4.0,10.0,2,2,3,0.0,1996,5,0.0,2,3.0,2.0,294,123,1.0
200800059227,3,13,5,1,4,5.0,115,790,21,50,36,6.0,18.0,5,1,2,9.0,1974,1,3.0,50,3.0,3.0,170,172,6.0
201300020620,4,21,4,2,3,3.0,9209,46,13,55,99,6.0,9.0,9,3,3,4.0,1976,5,3.0,13,4.0,1.0,118,182,0.0
200500029907,6,31,5,1,1,7.0,678,720,17,43,35,9.0,22.0,5,1,2,3.0,1943,4,2.0,4,4.0,0.0,122,28,2.0
200900038186,9,16,5,2,3,3.0,62846,59,20,20,21,5.0,17.0,5,1,1,9.0,2012,1,2.0,36,0.0,2.0,101,75,3.0
201400030183,8,20,5,1,5,2.0,13055,58,17,35,15,4.0,22.0,2,2,1,4.0,1946,3,2.0,3,1.0,0.0,200,184,3.0
201800004071,5,9,5,1,3,5.0,217,78,23,20,34,8.0,11.0,3,1,3,4.0,1960,4,2.0,30,1.0,0.0,1,170,0.0
201500003759,1,5,5,2,7,1.0,581,41,22,8,14,2.0,7.0,1,1,3,3.0,2007,5,0.0,9,0.0,3.0,160,115,1.0
201200016642,5,25,5,2,2,7.0,691,44,22,36,36,6.0,9.0,0,2,3,9.0,2000,6,0.0,1,3.0,1.0,58,310,8.0
200800022822,7,9,5,1,8,6.0,26178,920,17,20,33,6.0,15.0,6,3,2,2.0,1949,1,4.0,8,1.0,4.0,130,169,8.0
201500007384,9,21,5,2,6,3.0,260,31,12,11,17,2.0,16.0,7,1,2,5.0,1948,4,2.0,10,1.0,0.0,59,174,4.0
201700045618,7,31,3,2,9,6.0,75115,560,17,50,18,8.0,19.0,7,1,3,2.0,1982,4,2.0,20,1.0,1.0,215,8,2.0
200600010067,9,10,5,2,5,3.0,30344,730,23,15,99,9.0,5.0,0,2,3,2.0,1932,6,4.0,14,1.0,0.0,88,133,8.0
200500000710,2,21,2,1,4,4.0,166,14,15,33,30,0.0,5.0,3,3,2,0.0,2010,5,2.0,7,4.0,0.0,103,32,8.0
201500030375,4,28,5,2,5,1.0,6018,88,0,41,40,1.0,15.0,8,1,3,1.0,1985,7,2.0,36,2.0,2.0,78,75,3.0
201800045558,3,1,5,1,3,1.0,254,680,13,25,1,9.0,3.0,10,3,3,1.0,1946,9,3.0,14,0.0,1.0,504,127,5.0
201000016321,8,26,3,1,2,5.0,904,110,12,59,4,4.0,24.0,6,1,3,1.0,1927,3,2.0,16,0.0,1.0,52,660,0.0
200500069624,11,11,5,1,1,3.0,131,35,16,5,16,3.0,12.0,0,1,2,0.0,2019,6,1.0,13,3.0,3.0,88,184,1.0
200900029270,6,5,5,1,2,5.0,67,440,11,22,99,3.0,25.0,0,3,2,3.0,1959,9,2.0,5,2.0,1.0,90,195,5.0
201500015763,6,23,5,1,9,5.0,332,530,0,15,34,2.0,2.0,6,1,1,4.0,2002,5,2.0,10,0.0,3.0,82,325,1.0
200700072734,11,2,5,1,3,7.0,348,55,10,24,3,8.0,10.0,7,2,2,3.0,1974,6,1.0,1,4.0,4.0,27,450,1.0
201000018139,1,4,1,2,3,1.0,692,69,20,5,6,6.0,17.0,9,3,3,9.0,1977,1,1.0,6,1.0,1.0,15,145,1.0
201100026632,4,8,3,1,2,5.0,430,87,17,34,15,5.0,13.0,5,2,1,3.0,2000,6,2.0,7,4.0,0.0,709,129,3.0
201200020310,3,23,5,1,4,4.0,247,973,22,0,16,5.0,17.0,7,3,1,9.0,1924,2,2.0,11,1.0,1.0,30,820,1.0
201500053410,8,15,2,2,6,6.0,218,480,22,38,35,9.0,7.0,8,1,2,0.0,1962,9,2.0,30,2.0,4.0,116,660,0.0
201800004824,10,2,5,2,4,3.0,316,976,13,40,8,5.0,15.0,4,1,2,5.0,1964,9,2.0,10,2.0,2.0,48,770,2.0
201400049620,9,28,5,1,3,6.0,14119,690,23,40,8,2.0,24.0,10,3,2,0.0,1949,5,4.0,3,3.0,0.0,115,203,0.0
201800006358,1,20,5,2,5,5.0,45284,270,11,8,36,6.0,6.0,5,1,3,1.0,1918,2,2.0,4,1.0,1.0,240,78,6.0
201000026843,1,27,5,2,2,1.0,485,48,11,55,12,8.0,24.0,10,1,1,2.0,1952,5,2.0,0,0.0,4.0,210,92,8.0
201600011802,12,29,5,1,1,1.0,85153,15,12,41,50,6.0,15.0,5,2,2,5.0,1970,4,4.0,20,3.0,1.0,164,23,5.0
200700083212,11,15,5,1,9,7.0,83048,72,15,41,20,3.0,11.0,9,1,2,9.0,1985,7,2.0,8,3.0,0.0,75,135,3.0
200500010098,10,13,5,2,1,3.0,693,80,14,10,10,0.0,20.0,4,2,3,5.0,1959,1,2.0,40,4.0,4.0,146,325,2.0
200600059347,5,7,5,2,1,2.0,94080,976,16,24,8,4.0,16.0,8,1,2,0.0,1966,1,2.0,7,4.0,1.0,27,287,0.0
200700031167,12,5,5,1,5,2.0,105,140,22,59,5,2.0,13.0,3,3,2,0.0,1915,7,4.0,6,4.0,2.0,85,7,2.0
201600003087,3,8,5,1,3,5.0,583,7,19,17,7,8.0,22.0,8,3,1,4.0,1967,4,0.0,0,4.0,4.0,513,192,6.0
201400002565,1,26,5,1,3,5.0,756,210,17,53,33,4.0,0.0,5,2,1,4.0,1996,9,0.0,13,1.0,2.0,42,290,2.0
201500046833,7,17,2,2,9,7.0,450,78,19,25,43,9.0,26.0,4,2,2,0.0,2010,2,2.0,16,3.0,2.0,26,815,6.0
200800012059,4,21,5,2,5,1.0,690,750,12,41,37,0.0,23.0,3,3,1,1.0,1918,3,1.0,8,0.0,4.0,49,67,3.0
201300042877,8,14,1,2,8,3.0,73024,240,10,38,60,5.0,2.0,1,2,3,1.0,1987,6,2.0,7,1.0,3.0,69,15,6.0
200900051645,2,5,3,1,1,6.0,49109,550,16,43,21,3.0,18.0,8,2,2,2.0,1947,2,2.0,20,2.0,1.0,44,0,3.0
200800049485,7,11,3,1,9,4.0,240,81,15,30,30,0.0,23.0,6,1,2,3.0,1938,4,2.0,8,3.0,0.0,504,200,3.0
201200016977,4,31,5,2,9,5.0,460,36,18,33,16,6.0,12.0,9,3,1,1.0,1965,6,0.0,20,3.0,2.0,75,37,0.0
200500019220,5,3,5,1,5,2.0,62516,370,16,33,1,2.0,3.0,1,2,2,4.0,1932,9,2.0,9,0.0,0.0,58,78,1.0
201800021136,6,29,5,1,6,6.0,189,973,0,21,5,4.0,5.0,7,2,2,9.0,1908,4,1.0,10,0.0,4.0,127,520,3.0
201300045021,7,16,4,2,3,3.0,58278,430,15,24,18,2.0,4.0,2,1,1,1.0,1930,9,2.0,3,4.0,4.0,89,940,0.0
201600021552,10,1,2,1,3,5.0,9261,430,23,45,1,2.0,25.0,9,3,3,1.0,1940,6,2.0,7,1.0,4.0,275,78,8.0
201400001583,12,8,5,2,7,1.0,709,640,23,53,16,3.0,2.0,6,2,3,5.0,2014,7,2.0,2,3.0,4.0,115,660,8.0
201000012723,4,14,5,1,0,6.0,69386,41,20,21,12,0.0,23.0,1,3,3,3.0,1980,4,2.0,5,4.0,4.0,600,267,6.0
200500011472,12,8,3,1,8,3.0,587,730,14,5,20,7.0,21.0,3,1,1,9.0,1980,6,2.0,16,3.0,4.0,212,455,3.0
200900049981,2,23,5,2,3,7.0,302,84,17,0,31,1.0,2.0,6,3,3,2.0,1932,9,2.0,4,0.0,1.0,57,240,8.0
201600045863,2,7,5,1,0,1.0,460,550,12,21,39,5.0,3.0,8,1,2,5.0,1993,6,3.0,14,2.0,4.0,95,375,8.0
201500020443,7,26,5,2,8,3.0,13214,43,21,30,18,9.0,9.0,8,2,2,5.0,2014,1,2.0,11,1.0,4.0,28,137,5.0
200700081631,2,10,5,2,8,2.0,545,55,16,34,16,9.0,8.0,9,1,3,3.0,1928,5,2.0,16,3.0,1.0,251,182,0.0
201700036511,12,23,1,1,4,4.0,670,1000,15,57,36,7.0,4.0,7,1,3,9.0,1992,4,2.0,1,3.0,2.0,41,234,0.0
201200012215,10,21,5,1,9,3.0,55545,15,11,40,32,4.0,1.0,0,2,3,3.0,1930,4,3.0,9,2.0,0.0,30,242,0.0
201500022681,6,10,3,1,4,6.0,123,77,0,10,21,5.0,22.0,10,3,2,3.0,1969,2,0.0,36,2.0,4.0,114,950,0.0
201700041258,12,11,5,1,2,1.0,78623,460,19,41,43,2.0,8.0,9,2,2,3.0,2008,9,2.0,4,0.0,1.0,16,200,5.0
201100007152,5,18,3,2,9,2.0,92,240,22,0,13,1.0,4.0,8,1,2,2.0,1974,1,3.0,50,3.0,0.0,20,92,2.0
201500005456,5,5,5,1,1,5.0,454,19,16,20,5,1.0,5.0,3,1,1,9.0,1943,1,2.0,2,2.0,2.0,170,121,3.0
201500044901,3,17,5,2,1,5.0,226,620,18,35,33,7.0,20.0,1,2,3,4.0,1925,3,4.0,30,2.0,4.0,39,53,1.0
201600014222,1,22,4,2,3,6.0,37108,1001,15,10,37,8.0,24.0,9,2,2,5.0,2016,3,2.0,11,4.0,0.0,203,720,4.0
201300032698,10,3,5,1,8,1.0,126,3,19,41,20,2.0,15.0,10,3,1,5.0,2004,9,2.0,0,4.0,3.0,650,5,5.0
200600010796,1,26,5,2,9,3.0,67,110,22,5,17,5.0,21.0,10,2,1,4.0,1923,5,2.0,13,4.0,1.0,114,720,6.0
201200015337,6,13,4,2,2,4.0,789,590,15,11,36,5.0,23.0,10,3,1,2.0,2014,2,2.0,36,1.0,0.0,99,420,1.0
201300048359,12,20,5,1,4,1.0,75115,230,22,40,34,9.0,24.0,7,1,1,2.0,2014,9,2.0,26,4.0,3.0,182,141,0.0
200900001239,6,12,5,1,1,1.0,94042,890,14,22,16,9.0,21.0,7,1,1,9.0,1965,5,2.0,50,2.0,1.0,42,781,3.0
200900034872,3,10,5,1,4,3.0,767,890,15,22,20,4.0,23.0,6,1,3,3.0,1905,2,2.0,14,1.0,1.0,340,425,0.0
201800020176,7,22,5,2,2,4.0,181,58,13,30,8,9.0,15.0,0,2,1,9.0,1965,6,2.0,8,1.0,1.0,400,60,4.0
200900027079,3,22,5,2,8,5.0,69116,14,18,24,15,6.0,26.0,10,3,2,1.0,1928,1,2.0,8,4.0,4.0,251,15,2.0
200900045020,8,10,5,1,9,5.0,679,9,14,35,50,7.0,26.0,5,1,3,1.0,1965,4,2.0,4,1.0,0.0,280,162,2.0
200600035349,1,13,5,2,8,3.0,842,130,23,35,8,7.0,14.0,7,1,2,0.0,1965,6,2.0,40,4.0,4.0,142,245,5.0
200500005223,2,5,5,2,5,5.0,80021,790,20,22,36,6.0,14.0,4,3,2,0.0,1964,4,2.0,5,0.0,0.0,203,790,4.0
201700025285,7,10,5,2,5,3.0,560,410,22,25,8,2.0,21.0,9,3,3,1.0,1942,5,2.0,10,3.0,0.0,98,409,1.0
201700009908,12,22,5,1,9,5.0,63,310,15,34,3,2.0,20.0,8,2,1,5.0,1959,5,2.0,5,0.0,4.0,114,242,2.0
201400038005,1,3,2,2,1,3.0,82,880,15,22,2,4.0,3.0,3,3,1,1.0,2014,5,2.0,12,0.0,3.0,142,280,1.0
201900004344,5,29,5,2,7,5.0,245,83,15,40,5,6.0,1.0,7,3,3,4.0,1908,4,2.0,10,0.0,4.0,58,56,2.0
200800066170,11,14,5,2,6,4.0,77438,180,16,22,80,3.0,24.0,9,2,1,5.0,1975,6,2.0,11,1.0,1.0,5,51,0.0
200600004920,9,6,5,1,0,4.0,731,76,12,35,80,6.0,25.0,7,2,3,3.0,1994,5,2.0,12,1.0,1.0,102,102,6.0
201200024152,6,9,5,2,7,1.0,97416,590,20,24,99,3.0,3.0,8,3,1,9.0,2018,6,2.0,5,4.0,0.0,590,580,4.0
201500053582,11,9,2,2,0,1.0,683,560,14,5,5,1.0,12.0,2,1,1,5.0,2018,3,2.0,1,2.0,2.0,800,203,8.0
200800057412,1,15,5,1,2,5.0,31069,780,21,38,8,9.0,0.0,2,2,1,2.0,1926,5,4.0,36,1.0,2.0,350,166,6.0
201300028541,8,15,3,1,3,7.0,69081,33,22,55,16,7.0,15.0,9,1,3,1.0,2002,5,2.0,1,4.0,0.0,6,37,1.0
201500012008,11,6,1,2,4,2.0,56179,202,19,0,19,4.0,12.0,2,1,1,4.0,1922,5,4.0,6,3.0,0.0,114,325,8.0
201000009236,7,17,5,2,5,6.0,746,93,15,35,5,9.0,6.0,0,3,3,2.0,1912,1,2.0,30,4.0,4.0,223,149,3.0
201400034776,5,3,5,2,2,4.0,39326,800,12,0,60,5.0,22.0,5,2,3,0.0,1968,2,1.0,10,2.0,4.0,90,91,5.0
